question_type	question_text	required	page_number	option_text	option_values	variables
instruction	Welcome to this survey. Press <strong>Next</strong> to begin.	0	1	
instruction	For  each of the following statements, please indicate <strong>the benefits</strong> you would obtain from each situation. <br><br>Provide a rating from 1 to 7, using the following scale: <ul list-text><li> (1) No benefits at all </li><li> (2) </li><li> (3) </li><li> (4) Moderate benefits </li><li> (5) </li><li> (6) </li><li> (7) Great benefits	0	2
radio	Taking some questionable deductions on your income tax return.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse6_bl
radio	Having an affair with a married man/woman.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse9_bl
radio	Passing off somebody else’s work as your own.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse10_bl
radio	Revealing a friend's secret to someone else.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse16_bl
radio	Leaving your young children alone at home while running an errand.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse29_bl
radio	Not returning a wallet you found that contains $200.	1	3	No benefits at all: 1,2,3,Moderate benefits: 4,5,6,Great benefits: 7	1,2,3,4,5,6,7	debse30_bl
instruction	Congratulations for completing this survey! Press <strong>finish</strong> to continue.	0	4
